판매소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,사업자등록번호,대형폐기물스티커판매여부,영업상태명,전화번호,지정일자,폐업일자,관리기관명,데이터기준일자
지에스(GS)25 센텀리슈빌점,부산광역시,해운대구,"부산광역시 해운대구 해운대로76번길 40, 상가동 1호(재송동)",부산광역시 해운대구 재송동 1350,,,798-21-01154,N,영업,000-000-0000,2020-08-07,,부산광역시 해운대구,2026-01-09
지에스(GS)25 센텀이편한점,부산광역시,해운대구,"부산광역시 해운대구 해운대로76번길 55,503동 103-1호,104호(재송동)",부산광역시 해운대구 재송동 939-2,,,285-28-00793,N,영업,000-000-0000,2020-07-07,,부산광역시 해운대구,2026-01-09
지에스(GS)25 송정중앙로점,부산광역시,해운대구,부산광역시 해운대구 송정중앙로 25 (송정동),부산광역시 해운대구 송정동 200-19 송정 빌딩,,,116-03-17336,N,영업,000-000-0000,2024-11-29,,부산광역시 해운대구,2026-01-09
지에스(GS)25 송정해변로점,부산광역시,해운대구,부산광역시 해운대구 송정광어골로 24 (송정동),부산광역시 해운대구 송정동 422-2,,,617-27-77167,N,영업,051-701-0948,2017-05-16,,부산광역시 해운대구,2026-01-09
지에스(GS)25 재송스타점,부산광역시,해운대구,"부산광역시 해운대구 재송2로 30 (재송동) 1층(재송동, 프라임빌딩)",부산광역시 해운대구 재송동 1153-1 프라임빌딩,,,582-24-01899,N,영업,000-000-0000,2025-08-29,,부산광역시 해운대구,2026-01-09
지에스(GS)25 재송시영점,부산광역시,해운대구,부산광역시 해운대구 재송1로 57 (재송동) 1층,부산광역시 해운대구 재송동 1055-6,,,451-08-02973,N,영업,000-000-0000,2024-07-23,,부산광역시 해운대구,2026-01-09
지에스(GS)25 재송코오롱점,부산광역시,해운대구,부산광역시 해운대구 재반로84번길 80(재송1동),부산광역시 해운대구 재송동 1123-6,,,758-09-01611,N,영업,051-781-6194,2020-09-25,,부산광역시 해운대구,2026-01-09
지에스(GS)25 좌동사랑점,부산광역시,해운대구,"부산광역시 해운대구 좌동로53번길 24, 1층(중동)",부산광역시 해운대구 중동 187-1,,,737-24-01179,N,영업,000-000-0000,2020-09-28,,부산광역시 해운대구,2026-01-09
지에스(GS)25 좌동한라점,부산광역시,해운대구,"부산광역시 해운대구 좌동순환로 280, 한라아파트 상가동 1층 102호(좌2동)",부산광역시 해운대구 좌동 1323 한라아파트,,,430-30-01129,N,영업,000-000-0000,2020-06-08,,부산광역시 해운대구,2026-01-09
지에스(GS)25 파라다이스점,부산광역시,해운대구,부산광역시 해운대구 해운대해변로298번길 9 (중동),부산광역시 해운대구 중동 1404-39,,,490-72-00495,N,영업,000-000-0000,2025-02-10,,부산광역시 해운대구,2026-01-09
지에스(GS)25 팔레드시즈점,부산광역시,해운대구,"부산광역시 해운대구 해운대해변로298번길 24 (중동) 상가1-5호(중동, 팔레드시즈)",부산광역시 해운대구 중동 1124-2,,,822-03-03785,N,영업,000-000-0000,2025-10-15,,부산광역시 해운대구,2026-01-09
지에스(GS)25 해운SK뷰점,부산광역시,해운대구,"부산광역시 해운대구 청사포로 12 (좌동, 에스케이뷰아파트) 상가 가동 105호, 106호",부산광역시 해운대구 좌동 1450,,,889-67-00615,N,영업,000-000-0000,2024-07-26,,부산광역시 해운대구,2026-01-09
지에스(GS)25 해운대골든튤립점,부산광역시,해운대구,"부산광역시 해운대구 해운대해변로 322,해운대골든튤립호텔상가101호,102호",부산광역시 해운대구 중동 1153-8,,,106-28-93631,N,영업,000-000-0000,2020-01-10,,부산광역시 해운대구,2026-01-09
지에스(GS)25 해운대엘시티점,부산광역시,해운대구,부산광역시 해운대구 달맞이길62번길 8-1 (중동) 1층,부산광역시 해운대구 중동 944-14,,,639-37-01287,N,영업,000-000-0000,2024-11-05,,부산광역시 해운대구,2026-01-09
지에스(GS)25 해운대하운드,부산광역시,해운대구,부산광역시 해운대구 해운대로594번길 15 (우동) 1층,부산광역시 해운대구 우동 637-9,,,126-42-01164,N,영업,000-000-0000,2025-01-16,,부산광역시 해운대구,2026-01-09
지에스(GS)25 해운재송점,부산광역시,해운대구,"부산광역시 해운대구 해운대로123번길 32, 1층",부산광역시 해운대구 재송동 1092-34,,,746-25-01170,N,영업,051-781-5083,2019-05-13,,부산광역시 해운대구,2026-01-09
지에스(GS)25 해운현대아쿠아점,부산광역시,해운대구,부산광역시 해운대구 동백로 27 (우동) B1층,부산광역시 해운대구 우동 774-4,,,509-62-41559,N,영업,000-000-0000,2025-03-24,,부산광역시 해운대구,2026-01-09
지에스(GS)25오션타워점,부산광역시,해운대구,부산광역시 해운대구 해운대해변로 203 오션타워 225호,부산광역시 해운대구 우동 760-3,,,000-00-00000,N,영업,000-000-0000,2019-01-30,,부산광역시 해운대구,2026-01-09
지에스(GS)25해운달맞이점,부산광역시,해운대구,부산광역시 해운대구 달맞이길117번나길 35 (중동 1493-18),부산광역시 해운대구 중동 1493-18,,,815-22-01174,N,영업,000-000-0000,2021-01-12,,부산광역시 해운대구,2026-01-09
지에스25 그랜드엘시티점,부산광역시,해운대구,"부산광역시 해운대구 달맞이길 30 (중동, 엘시티) 상가동 1층 1029호",부산광역시 해운대구 중동 1829,,,605-28-75391,N,영업,000-000-0000,2025-01-23,,부산광역시 해운대구,2026-01-09
지에스25 꿈에그린2호점,부산광역시,해운대구,"부산광역시 해운대구 반여로 67 (반여동, 해운대메가센텀한화꿈에그린아파트) 상가 115동 102호",부산광역시 해운대구 반여동 1662,,,105-34-35565,N,영업,000-000-0000,2018-03-20,,부산광역시 해운대구,2026-01-09
지에스25 반송제일점,부산광역시,해운대구,부산광역시 해운대구 아랫반송로 60번길 48,부산광역시 해운대구 반송동 250-1045,,,228-04-61957,N,영업,000-000-0000,2022-04-14,,부산광역시 해운대구,2026-01-09
지에스25 반송행복점,부산광역시,해운대구,부산광역시 해운대구 아랫반송로 67-1 (반송동) 1층,부산광역시 해운대구 반송동 250-1045,,,439-48-00990,N,영업,000-000-0000,2024-01-24,,부산광역시 해운대구,2026-01-09
지에스25 반여SK뷰점,부산광역시,해운대구,"부산광역시 해운대구 삼어로 55 (반여동, 센텀에스케이뷰아파트) 분산상가동 1층 101,103호",부산광역시 해운대구 반여동 1174-1,,,424-02-00985,N,영업,000-000-0000,2018-08-24,,부산광역시 해운대구,2026-01-09
지에스25 반여점,부산광역시,해운대구,부산광역시 해운대구 재반로 257 1층,부산광역시 해운대구 반여동 1603-23,,,642-15-01957,N,영업,051-781-2577,2022-08-02,,부산광역시 해운대구,2026-01-09
지에스25 벡스코동해점,부산광역시,해운대구,"부산광역시 해운대구 해운대로 365 (우동) 103호,105호",부산광역시 해운대구 우동 1124-13,,,646-47-01080,N,영업,000-000-0000,2024-09-25,,부산광역시 해운대구,2026-01-09
지에스25 센텀파미르점,부산광역시,해운대구,"부산광역시 해운대구 해운대로61번길 56 (재송동, 센텀파미르아파트) 108동101호",부산광역시 해운대구 재송동 1029,,,476-09-02630,N,영업,000-000-0000,2024-03-06,,부산광역시 해운대구,2026-01-09
지에스25 스카이비즈센텀점,부산광역시,해운대구,부산광역시 해운대구 센텀중앙로 97 (재송동) A동 C-102호,부산광역시 해운대구 재송동 1208-2,,,342-61-00813,N,영업,000-000-0000,2025-09-02,,부산광역시 해운대구,2026-01-09
지에스25 재송금강점,부산광역시,해운대구,"부산광역시 해운대구 해운대로81번길 84 (재송동, 금강빌라) 재송동",부산광역시 해운대구 재송동 1049-1,,,591-34-01515,N,영업,000-000-0000,2024-05-28,,부산광역시 해운대구,2026-01-09
지에스25 중동로데오,부산광역시,해운대구,부산광역시 해운대구 좌동순환로468번길 11 상가 101호,부산광역시 해운대구 중동 1787,,,442-78-00353,N,영업,000-000-0000,2021-08-20,,부산광역시 해운대구,2026-01-09
지에스25 해운대마리나,부산광역시,해운대구,부산광역시 해운대구 해운대해변로 83,부산광역시 해운대구 우동 1388-10,,,587-21-01248,N,영업,051-741-4447,2021-01-11,,부산광역시 해운대구,2026-01-09
지에스25 해운대아이파크점,부산광역시,해운대구,"부산광역시 해운대구 마린시티2로 38 (우동, 해운대아이파크) 제주2동 1층 제티2알-103,104호",부산광역시 해운대구 우동 1408,,,506-76-00589,N,영업,000-000-0000,2025-02-14,,부산광역시 해운대구,2026-01-09
지에스25 해운대엘시티점,부산광역시,해운대구,부산광역시 해운대구 달맞이길62번길 8-1,부산광역시 해운대구 중동 944-14,,,567-25-01034,N,영업,000-000-0000,2019-12-04,,부산광역시 해운대구,2026-01-09
지에스25 해운송정점,부산광역시,해운대구,부산광역시 해운대구 송정중앙로 41,부산광역시 해운대구 송정동 242-3,,,845-27-01409,N,영업,000-000-0000,2023-01-17,,부산광역시 해운대구,2026-01-09
지에스25 해운스위첸점,부산광역시,해운대구,부산광역시 해운대구 해운대해변로 365 (중동) 상가1층 112호(해운대중동스위첸),부산광역시 해운대구 중동 1256-9,,,146-19-02096,N,영업,000-000-0000,2024-02-20,,부산광역시 해운대구,2026-01-09
지에스25 해운제니스점,부산광역시,해운대구,"부산광역시 해운대구 마린시티2로 33 (우동, 해운대두산위브더제니스) 104동 121호",부산광역시 해운대구 우동 1407,,,531-36-01026,N,영업,000-000-0000,2024-03-07,,부산광역시 해운대구,2026-01-09
지에스25(GS25) 좌동순환로,부산광역시,해운대구,부산광역시 해운대구 좌동순환로 72 (좌동) 103동,부산광역시 해운대구 좌동 1270-5,,,322-14-02905,N,영업,000-000-0000,2024-10-30,,부산광역시 해운대구,2026-01-09
지에스25반송사거리점,부산광역시,해운대구,부산광역시 해운대구 아랫반송로21번길 69 (반송동),부산광역시 해운대구 반송동 261-30,,,101-36-75666,N,영업,000-000-0000,2024-03-06,,부산광역시 해운대구,2026-01-09
지에스25반여재반로점,부산광역시,해운대구,부산광역시 해운대구 재반로226번길 15,부산광역시 해운대구 반여동 1291-173,,,392-44-00688,N,영업,000-000-0000,2021-04-27,,부산광역시 해운대구,2026-01-09
지에스25반여한빛점,부산광역시,해운대구,부산광역시 해운대구 반여로 161 (반여동),부산광역시 해운대구 반여동 1247-1,,,732-35-00147,N,영업,000-000-0000,2016-04-07,,부산광역시 해운대구,2026-01-09
지에스25송정해수욕장점,부산광역시,해운대구,부산광역시 해운대구 송정해변로 8-4 (송정동) 1층,부산광역시 해운대구 송정동 272-3,,,637-54-00542,N,영업,000-000-0000,2021-07-28,,부산광역시 해운대구,2026-01-09
지에스더프레쉬 해운대중동점,부산광역시,해운대구,"부산광역시 해운대구 좌동순환로433번길 30-1, B1010호",부산광역시 해운대구 중동 1809,,,145-60-00063,N,영업,051-747-2333,2015-12-17,,부산광역시 해운대구,2026-01-09
지에스더프레쉬부산엘시티점(주),부산광역시,해운대구,"부산광역시 해운대구 달맞이길 30 (중동, 엘시티) 제포디움동 3008호",부산광역시 해운대구 중동 1829,,,378-81-01629,N,영업,000-000-0000,2024-04-24,,부산광역시 해운대구,2026-01-09
지에스더프레시 대동점,부산광역시,해운대구,"부산광역시 해운대구 대천로103번길 29 (좌동, 대동타운) 지하1층 101호",부산광역시 해운대구 좌동 1288 대동타운,,,250-37-01482,N,영업,000-000-0000,2025-04-24,,부산광역시 해운대구,2026-01-09
지에스더프레시 해운대 동부점,부산광역시,해운대구,"부산광역시 해운대구 세실로 158 (좌동, 동부아파트) 근린생활시설 103호",부산광역시 해운대구 좌동 1412 동부아파트,,,409-49-64011,N,영업,000-000-0000,2024-01-12,,부산광역시 해운대구,2026-01-09
지에스더프레시 해운대마린점,부산광역시,해운대구,"부산광역시 해운대구 마린시티2로 33(두산제니스스퀘어B동101,102호)",부산광역시 해운대구 좌동 1412,,,607-15-18095,N,영업,051-744-9915,2017-05-16,,부산광역시 해운대구,2026-01-09
지에스더프레시 해운대센텀점,부산광역시,해운대구,"부산광역시 해운대구 센텀중앙로 145 (재송동, 더샵센텀파크1차아파트) 201호, 203호",부산광역시 해운대구 재송동 1200,,,840-03-03459,N,영업,051-744-5801,2025-01-09,,부산광역시 해운대구,2026-01-09
지역자활센터 씨유반송대로점,부산광역시,해운대구,부산광역시 해운대구 윗반송로 81(반송동),부산광역시 해운대구 반송동 62-376,,,228-82-65738,N,영업,051-543-6636,2019-11-12,,부산광역시 해운대구,2026-01-09
진영슈퍼,부산광역시,해운대구,부산광역시 해운대구 아랫반송로90번길 17,부산광역시 해운대구 반송동 250-2325,,,000-00-00000,N,영업,051-544-1652,2017-05-16,,부산광역시 해운대구,2026-01-09
진주상회,부산광역시,해운대구,부산광역시 해운대구 해운대로81번가길 63,부산광역시 해운대구 재송동 1025-1,,,000-00-00000,N,영업,051-782-0505,2017-05-16,,부산광역시 해운대구,2026-01-09
진주슈퍼,부산광역시,해운대구,부산광역시 해운대구 송정중앙로15번길 133 (송정동),부산광역시 해운대구 송정동 173-16,,,000-00-00000,N,영업,051-703-8247,2017-05-16,,부산광역시 해운대구,2026-01-09
진진슈퍼,부산광역시,해운대구,부산광역시 해운대구 아랫반송로21번길 23-28 (반송동) 진진슈퍼,부산광역시 해운대구 반송동 709-33,,,000-00-00000,N,영업,051-545-9422,2017-05-16,,부산광역시 해운대구,2026-01-09
철마슈퍼,부산광역시,해운대구,부산광역시 해운대구 선수촌로208번길 81-4,부산광역시 해운대구 반여동 230-2,,,000-00-00000,N,영업,051-523-7088,2017-05-16,,부산광역시 해운대구,2026-01-09
청운슈퍼,부산광역시,해운대구,부산광역시 해운대구 우동3로11번길 37,부산광역시 해운대구 우동 265-34,,,000-00-00000,N,영업,051-742-2930,2017-05-16,,부산광역시 해운대구,2026-01-09
초량슈퍼,부산광역시,해운대구,부산광역시 해운대구 재반로270번길 43-29,부산광역시 해운대구 반여동 1584-9,,,000-00-00000,N,영업,051-782-9123,2017-05-16,,부산광역시 해운대구,2026-01-09
초록마을,부산광역시,해운대구,"부산광역시 해운대구 좌동순환로433번길 30-1, 지하1층",부산광역시 해운대구 중동 1809,,,506-62-00490,N,영업,000-000-0000,2021-10-20,,부산광역시 해운대구,2026-01-09
초록마을 반여점,부산광역시,해운대구,"부산광역시 해운대구 반여로 131, 106호(반여동, 프레스센터상가)",부산광역시 해운대구 반여동 1632,,,000-00-00000,N,영업,000-000-0000,2017-05-16,,부산광역시 해운대구,2026-01-09
초록마을 부산마린시티점,부산광역시,해운대구,"부산광역시 해운대구 마린시티2로33, 해운대두산위브더제니스B-101호",부산광역시 해운대구 우동 1407,,,437-22-00937,N,영업,051-744-6249,2020-10-05,,부산광역시 해운대구,2026-01-09
초록마을 좌동점,부산광역시,해운대구,"부산광역시 해운대구 대천로 130, 1층",부산광역시 해운대구 좌동 425-4,,,105-86-05788,N,영업,051-704-6249,2019-08-05,,부산광역시 해운대구,2026-01-09
초록마을 해운대점,부산광역시,해운대구,"부산광역시 해운대구 좌동순환로173, 영풍프라자 102호",부산광역시 해운대구 좌동 1407-2,,,105-86-05788,N,영업,051-703-6249,2019-08-05,,부산광역시 해운대구,2026-01-09
초록마을(센텀시티점),부산광역시,해운대구,"부산광역시 해운대구 센텀중앙로 145,센텀파크1차 2상가 122호,123호",부산광역시 해운대구 재송동 1200,,,262-27-00639,N,영업,051-742-6646,2019-11-04,,부산광역시 해운대구,2026-01-09
충남상회,부산광역시,해운대구,"부산광역시 해운대구 재반로226번길 33 (반여동, 성전빌라)",부산광역시 해운대구 반여동 1291-132,,,618-02-27027,N,영업,000-000-0000,2025-04-01,,부산광역시 해운대구,2026-01-09
카페 가까운 슈퍼,부산광역시,해운대구,"부산광역시 해운대구 재반로226번길 72 (반여동, 현대일성아파트) 상가동 1층 103호",부산광역시 해운대구 반여동 1291-1446,,,369-68-00627,N,영업,000-000-0000,2023-09-19,,부산광역시 해운대구,2026-01-09
코리아세븐 부산반여재반로점,부산광역시,해운대구,부산광역시 해운대구 재반로 208 (반여동) 1층,부산광역시 해운대구 반여동 1291-789,,,673-85-02012,N,영업,000-000-0000,2022-09-23,,부산광역시 해운대구,2026-01-09
코리아세븐 부산선수촌정문점,부산광역시,해운대구,"부산광역시 해운대구 선수촌로 122 (반여동, 아시아선수촌아파트) 1층(아시아선수촌 스포츠센터)",부산광역시 해운대구 반여동 1638,,,617-85-37151,N,영업,000-000-0000,2025-01-07,,부산광역시 해운대구,2026-01-09
코리아세븐 부산아이파크마린점,부산광역시,해운대구,"부산광역시 해운대구 마린시티2로 38,I-PARK C1동 118호",부산광역시 해운대구 우동 1408,,,000-00-00000,N,영업,051-746-7213,2017-05-16,,부산광역시 해운대구,2026-01-09
코리아세븐 부산해운대엘지점,부산광역시,해운대구,"부산광역시 해운대구 대천로103번길 61 (좌동, 엘지아파트) 재분산상가동 제1층 제102호,103호",부산광역시 해운대구 좌동 1398,,,780-85-02964,N,영업,000-000-0000,2025-01-07,,부산광역시 해운대구,2026-01-09
쿨마트,부산광역시,해운대구,부산광역시 해운대구 재반로152번길 8-32,부산광역시 해운대구 재송동 1145-6,,,509-01-78720,N,영업,000-000-0000,2017-01-05,,부산광역시 해운대구,2026-01-09
큐마트,부산광역시,해운대구,부산광역시 해운대구 반여로 64 (반여동) 1층,부산광역시 해운대구 반여동 1653,,,604-04-13625,N,영업,000-000-0000,2023-09-01,,부산광역시 해운대구,2026-01-09
탑 프레쉬마트,부산광역시,해운대구,부산광역시 해운대구 해운대해변로265번길 11 (우동),부산광역시 해운대구 우동 1384,,,693-33-00718,N,영업,051-746-3669,2025-05-19,,부산광역시 해운대구,2026-01-09
탑 플러스마트,부산광역시,해운대구,"부산광역시 해운대구 윗반송로51번길 134,1층",부산광역시 해운대구 반송동 62-633,,,601-04-56436,N,영업,000-000-0000,2021-06-11,,부산광역시 해운대구,2026-01-09
탑마트(좌동),부산광역시,해운대구,"부산광역시 해운대구 좌동순환로 275 (좌동, 대우2차아파트) 지하상가",부산광역시 해운대구 좌동 1438,,,000-00-00000,N,영업,051-704-6623,2017-05-16,,부산광역시 해운대구,2026-01-09
탑세일마트,부산광역시,해운대구,부산광역시 해운대구 아랫반송로 49번길 8,부산광역시 해운대구 반송동 250-825,,,627-16-01203,N,영업,051-545-1119,2021-12-29,,부산광역시 해운대구,2026-01-09
탑세일마트,부산광역시,해운대구,부산광역시 해운대구 선수촌로 172-1,부산광역시 해운대구 반여동 882-5,,,000-00-00000,N,영업,051-521-3876,2017-05-16,,부산광역시 해운대구,2026-01-09
탑세일마트,부산광역시,해운대구,"부산광역시 해운대구 해운대로 349번길 24 208호, 삼호가든상가",부산광역시 해운대구 우동 1104-1,,,000-00-00000,N,영업,051-746-3381,2017-05-16,,부산광역시 해운대구,2026-01-09
탑플러스마트,부산광역시,해운대구,부산광역시 해운대구 해운대로 1190 (송정동) 1층,부산광역시 해운대구 송정동 100-9,,,618-24-24833,N,영업,051-702-9927,2017-05-16,,부산광역시 해운대구,2026-01-09
탑플러스마트,부산광역시,해운대구,부산광역시 해운대구 재송2로 92,부산광역시 해운대구 재송동 1184-25,,,000-00-00000,N,영업,051-783-8838,2017-05-16,,부산광역시 해운대구,2026-01-09
탑할인마트,부산광역시,해운대구,부산광역시 해운대구 삼어로 181 우신상가101호,부산광역시 해운대구 반여동 585,,,000-00-00000,N,영업,051-521-8855,2017-05-16,,부산광역시 해운대구,2026-01-09
태양마트,부산광역시,해운대구,"부산광역시 해운대구 재반로255번길 27, 영선주택 101호",부산광역시 해운대구 반여동 1612-2,,,302-17-01000,N,영업,000-000-0000,2019-11-07,,부산광역시 해운대구,2026-01-09
태양마트,부산광역시,해운대구,부산광역시 해운대구 송정중앙로 42 (송정동),부산광역시 해운대구 송정동 245-1,,,000-00-00000,N,영업,051-704-0417,2017-05-16,,부산광역시 해운대구,2026-01-09
태양슈퍼,부산광역시,해운대구,부산광역시 해운대구 재반로256번길 43-17 (반여동),부산광역시 해운대구 반여동 1590-25,,,723-26-00777,N,영업,000-000-0000,2025-02-24,,부산광역시 해운대구,2026-01-09
태양슈퍼,부산광역시,해운대구,부산광역시 해운대구 송정중앙로8번길 49-1,부산광역시 해운대구 송정동 299-9,,,000-00-00000,N,영업,051-703-7988,2017-05-16,,부산광역시 해운대구,2026-01-09
태원슈퍼,부산광역시,해운대구,부산광역시 해운대구 재반로212번길 27,부산광역시 해운대구 반여동 1291-434,,,000-00-00000,N,영업,051-783-2930,2017-05-16,,부산광역시 해운대구,2026-01-09
태원전기철물,부산광역시,해운대구,부산광역시 해운대구 달맞이길117번나길 55 한영빌라A동지하 102호,부산광역시 해운대구 중동 1493-6,,,618-01-70420,N,영업,051-742-1100,2020-09-22,,부산광역시 해운대구,2026-01-09
통일마트,부산광역시,해운대구,부산광역시 해운대구 아랫반송로21번길 58(반송동),부산광역시 해운대구 반송동 261-96,,,000-00-00000,N,영업,051-543-5500,2017-05-16,,부산광역시 해운대구,2026-01-09
트라웰 좌동점,부산광역시,해운대구,"부산광역시 해운대구 세실로 39 (좌동) 1층 B호(좌동, 새삶빌딩)",부산광역시 해운대구 좌동 1485-1,,,548-81-03885,N,영업,051-714-3881,2024-12-12,,부산광역시 해운대구,2026-01-09
트라웰 중동점,부산광역시,해운대구,부산광역시 해운대구 좌동순환로446번길 39 (중동) 1층,부산광역시 해운대구 중동 786-4,,,548-81-03885,N,영업,051-702-3792,2024-12-17,,부산광역시 해운대구,2026-01-09
트리콜마트 해운대점,부산광역시,해운대구,부산광역시 해운대구 좌동순환로 395 (중동) 3층 301~304호,부산광역시 해운대구 중동 1521-3,,,149-87-03211,N,영업,000-000-0000,2024-02-08,,부산광역시 해운대구,2026-01-09
푸드바스켓 장산역점,부산광역시,해운대구,부산광역시 해운대구 해운대로 794 (좌동) 1층 106호,부산광역시 해운대구 좌동 1473-2,,,548-81-03885,N,영업,051-702-3792,2025-01-08,,부산광역시 해운대구,2026-01-09
프레시홈마트,부산광역시,해운대구,"부산광역시 해운대구 해운대해변로197번길8, 1층",부산광역시 해운대구 우동 762-50,,,342-03-03014,N,영업,000-000-0000,2019-12-27,,부산광역시 해운대구,2026-01-09
한국마트,부산광역시,해운대구,부산광역시 해운대구 신반송로 184(반송동),부산광역시 해운대구 반송동 195-1,,,635-10-00367,N,영업,051-545-2000,2019-10-21,,부산광역시 해운대구,2026-01-09
한마음슈퍼,부산광역시,해운대구,부산광역시 해운대구 우동1로85번길 22,부산광역시 해운대구 우동 378-1,,,000-00-00000,N,영업,051-741-6760,2017-05-16,,부산광역시 해운대구,2026-01-09
한솔슈퍼,부산광역시,해운대구,부산광역시 해운대구 신반송로 29(벽산삼협한솔아파트),부산광역시 해운대구 반송동 892,,,000-00-00000,N,영업,051-543-3210,2017-05-16,,부산광역시 해운대구,2026-01-09
한아름마트,부산광역시,해운대구,부산광역시 해운대구 아랫반송로30번길 16,부산광역시 해운대구 반송동 250-28,,,000-00-00000,N,영업,051-544-3392,2017-05-16,,부산광역시 해운대구,2026-01-09
한양스토아,부산광역시,해운대구,"부산광역시 해운대구 재송1로 60번길 16, 서해재송아파트 근처",부산광역시 해운대구 재송동 1080-5,,,000-00-00000,N,영업,051-782-9400,2017-05-16,,부산광역시 해운대구,2026-01-09
해성마트,부산광역시,해운대구,부산광역시 해운대구 재반로242번길 34,부산광역시 해운대구 반여동 1291-48,,,214-20-98469,N,영업,051-541-4090,2021-03-02,,부산광역시 해운대구,2026-01-09
해운유통,부산광역시,해운대구,부산광역시 해운대구 좌동순환로468번길46,부산광역시 해운대구 중동 796-5,,,881-07-00107,N,영업,000-000-0000,2016-06-29,,부산광역시 해운대구,2026-01-09
해운할인마트,부산광역시,해운대구,부산광역시 해운대구 재반로 26,부산광역시 해운대구 재송동 514,,,000-00-00000,N,영업,051-782-0798,2017-05-16,,부산광역시 해운대구,2026-01-09
해피DC마트,부산광역시,해운대구,부산광역시 해운대구 우동1로 70,부산광역시 해운대구 우동 395-18,,,000-00-00000,N,영업,051-741-8058,2017-05-16,,부산광역시 해운대구,2026-01-09
혜천슈퍼,부산광역시,해운대구,부산광역시 해운대구 아랫반송로90번길 3 (반송동),부산광역시 해운대구 반송동 250-2291,,,000-00-00000,N,영업,051-542-3114,2017-05-16,,부산광역시 해운대구,2026-01-09
홀마트,부산광역시,해운대구,"부산광역시 해운대구 재반로 223-1, 1층(반여2동)",부산광역시 해운대구 반여동 1291-534 농협,,,621-07-95133,N,영업,051-784-1233,2020-10-29,,부산광역시 해운대구,2026-01-09
홈플러스(주) 부산반여점,부산광역시,해운대구,부산광역시 해운대구 선수촌로21번길 37 (반여동),부산광역시 해운대구 반여동 1406-1,,,220-81-60348,N,영업,000-000-0000,2021-02-08,,부산광역시 해운대구,2026-01-09
홈플러스(주) 센텀시티점,부산광역시,해운대구,부산광역시 해운대구 센텀동로 6 (우동),부산광역시 해운대구 우동 1499,,,220-81-60348,N,영업,000-000-0000,2017-05-16,,부산광역시 해운대구,2026-01-09
홈플러스익스프레스 부산센텀점,부산광역시,해운대구,"부산광역시 해운대구 센텀중앙로 145 (재송동, 더샵센텀파크1차아파트) 101호",부산광역시 해운대구 재송동 1200,,,220-81-60348,N,영업,000-000-0000,2021-02-05,,부산광역시 해운대구,2026-01-09
홈플러스익스프레스 부산좌산점,부산광역시,해운대구,부산광역시 해운대구 좌동순환로 303 (좌동),부산광역시 해운대구 좌동 1443-3,,,220-81-60348,N,영업,000-000-0000,2021-02-05,,부산광역시 해운대구,2026-01-09
홈플러스익스프레스 좌동2점,부산광역시,해운대구,부산광역시 해운대구 세실로 33 (좌동) 좌동메디컬센타,부산광역시 해운대구 좌동 1485-5,,,220-81-60348,N,영업,000-000-0000,2021-02-05,,부산광역시 해운대구,2026-01-09
홈플러스익스프레스 좌동점,부산광역시,해운대구,부산광역시 해운대구 좌동순환로 78 (좌동),부산광역시 해운대구 좌동 1270-2,,,220-81-60348,N,영업,051-747-8364,2017-11-10,,부산광역시 해운대구,2026-01-09
후레쉬원마트,부산광역시,해운대구,"부산광역시 해운대구 아랫반송로29번길 25, 1층",부산광역시 해운대구 반송동 257-420,,,664-02-01199,N,영업,051-545-2255,2018-01-16,,부산광역시 해운대구,2026-01-09
